ORTHO05D000001	Os01g0909600
ORTHO05D000001	Os02g0582300
ORTHO05D000001	Os02g0671800
ORTHO05D000001	Os03g0327700
ORTHO05D000001	Os05g0380700
ORTHO05D000001	Os05g0442550
ORTHO05D000001	Os06g0684500
ORTHO05D000001	Os06g0690900
ORTHO05D000001	Os08g0125300
ORTHO05D000001	Os08g0300700
ORTHO05D000001	Os08g0421300
ORTHO05D000001	Os08g0421700
ORTHO05D000001	Os10g0432200
ORTHO05D000001	Os11g0656500
ORTHO05D000002	Os01g0640100
ORTHO05D000002	Os02g0272800
ORTHO05D000002	Os02g0522300
ORTHO05D000002	Os02g0566300
ORTHO05D000002	Os03g0300700
ORTHO05D000002	Os03g0627900
ORTHO05D000002	Os04g0191000
ORTHO05D000002	Os04g0273100
ORTHO05D000002	Os04g0603800
ORTHO05D000002	Os04g0682600
ORTHO05D000002	Os06g0170800
ORTHO05D000002	Os06g0497600
ORTHO05D000002	Os08g0210300
ORTHO05D000002	Os08g0273000
ORTHO05D000002	Os09g0375700
ORTHO05D000002	Os12g0142900
ORTHO05D000003	Os01g0101150
ORTHO05D000003	Os01g0176300
ORTHO05D000003	Os01g0205200
ORTHO05D000003	Os01g0355100
ORTHO05D000003	Os01g0357800
ORTHO05D000003	Os01g0374200
ORTHO05D000003	Os01g0589900
ORTHO05D000003	Os01g0607800
ORTHO05D000003	Os01g0646000
ORTHO05D000003	Os01g0715700
ORTHO05D000003	Os01g0814300
ORTHO05D000003	Os01g0819800
ORTHO05D000003	Os01g0848300
ORTHO05D000003	Os01g0884800
ORTHO05D000003	Os01g0949060
ORTHO05D000003	Os01g0959600
ORTHO05D000003	Os01g0977400
ORTHO05D000003	Os02g0106300
ORTHO05D000003	Os02g0167200
ORTHO05D000003	Os02g0191200
ORTHO05D000003	Os02g0290000
ORTHO05D000003	Os02g0468800
ORTHO05D000003	Os02g0529900
ORTHO05D000003	Os02g0552100
ORTHO05D000003	Os02g0625100
ORTHO05D000003	Os02g0670700
ORTHO05D000003	Os02g0680500
ORTHO05D000003	Os02g0730900
ORTHO05D000003	Os02g0735800
ORTHO05D000003	Os02g0818800
ORTHO05D000003	Os02g0830000
ORTHO05D000003	Os02g0833050
ORTHO05D000003	Os03g0169300
ORTHO05D000003	Os03g0185200
ORTHO05D000003	Os03g0241800
ORTHO05D000003	Os03g0314400
ORTHO05D000003	Os03g0317100
ORTHO05D000003	Os03g0396200
ORTHO05D000003	Os03g0441400
ORTHO05D000003	Os03g0611700
ORTHO05D000003	Os03g0633900
ORTHO05D000003	Os03g0644200
ORTHO05D000003	Os03g0781100
ORTHO05D000003	Os03g0795200
ORTHO05D000003	Os03g0807400
ORTHO05D000003	Os03g0821700
ORTHO05D000003	Os03g0844000
ORTHO05D000003	Os03g0861900
ORTHO05D000003	Os04g0118700
ORTHO05D000003	Os04g0218100
ORTHO05D000003	Os04g0221300
ORTHO05D000003	Os04g0436800
ORTHO05D000003	Os04g0463800
ORTHO05D000003	Os04g0469400
ORTHO05D000003	Os04g0488200
ORTHO05D000003	Os04g0514500
ORTHO05D000003	Os04g0584700
ORTHO05D000003	Os04g0628200
ORTHO05D000003	Os04g0686500
ORTHO05D000003	Os05g0212100
ORTHO05D000003	Os05g0305300
ORTHO05D000003	Os05g0307200
ORTHO05D000003	Os05g0313600
ORTHO05D000003	Os05g0439300
ORTHO05D000003	Os05g0455900
ORTHO05D000003	Os05g0534900
ORTHO05D000003	Os05g0572900
ORTHO05D000003	Os05g0581300
ORTHO05D000003	Os05g0586900
ORTHO05D000003	Os06g0112000
ORTHO05D000003	Os06g0185700
ORTHO05D000003	Os06g0185800
ORTHO05D000003	Os06g0231400
ORTHO05D000003	Os06g0472300
ORTHO05D000003	Os06g0506100
ORTHO05D000003	Os06g0597500
ORTHO05D000003	Os06g0611200
ORTHO05D000003	Os06g0700100
ORTHO05D000003	Os06g0705350
ORTHO05D000003	Os07g0113500
ORTHO05D000003	Os07g0191500
ORTHO05D000003	Os07g0244400
ORTHO05D000003	Os07g0259400
ORTHO05D000003	Os07g0299800
ORTHO05D000003	Os07g0578800
ORTHO05D000003	Os07g0635800
ORTHO05D000003	Os07g0636900
ORTHO05D000003	Os07g0662700
ORTHO05D000003	Os08g0153600
ORTHO05D000003	Os08g0340900
ORTHO05D000003	Os08g0375800
ORTHO05D000003	Os08g0481000
ORTHO05D000003	Os08g0511000
ORTHO05D000003	Os08g0538800
ORTHO05D000003	Os09g0251500
ORTHO05D000003	Os09g0327200
ORTHO05D000003	Os09g0413300
ORTHO05D000003	Os09g0474051
ORTHO05D000003	Os09g0555400
ORTHO05D000003	Os09g0573000
ORTHO05D000003	Os10g0400250
ORTHO05D000003	Os10g0444500
ORTHO05D000003	Os10g0477200
ORTHO05D000003	Os10g0488900
ORTHO05D000003	Os10g0540100
ORTHO05D000003	Os10g0558600
ORTHO05D000003	Os11g0109600
ORTHO05D000003	Os11g0109800
ORTHO05D000003	Os11g0131400
ORTHO05D000003	Os11g0256100
ORTHO05D000003	Os11g0583200
ORTHO05D000003	Os11g0680200
ORTHO05D000003	Os12g0109300
ORTHO05D000003	Os12g0109800
ORTHO05D000003	Os12g0128200
ORTHO05D000003	Os12g0130900
ORTHO05D000003	Os12g0156900
ORTHO05D000003	Os12g0233200
ORTHO05D000003	Os12g0270200
ORTHO05D000003	Os12g0552300
ORTHO05D000004	Os01g0114800
ORTHO05D000004	Os01g0685100
ORTHO05D000004	Os01g0714225
ORTHO05D000004	Os01g0967700
ORTHO05D000004	Os02g0818601
ORTHO05D000004	Os03g0643433
ORTHO05D000004	Os05g0107801
ORTHO05D000004	Os05g0469900
ORTHO05D000004	Os06g0484800
ORTHO05D000004	Os08g0561250
ORTHO05D000004	Os09g0545250
ORTHO05D000004	Os10g0191000
ORTHO05D000004	Os11g0672600
ORTHO05D000004	Os12g0211100
ORTHO05D000004	Os12g0407750
ORTHO05D000005	Os01g0285300
ORTHO05D000005	Os01g0305900
ORTHO05D000005	Os01g0695900
ORTHO05D000005	Os01g0702700
ORTHO05D000005	Os01g0709000
ORTHO05D000005	Os01g0812000
ORTHO05D000005	Os01g0874300
ORTHO05D000005	Os01g0975300
ORTHO05D000005	Os02g0579300
ORTHO05D000005	Os02g0624300
ORTHO05D000005	Os02g0641900
ORTHO05D000005	Os02g0695200
ORTHO05D000005	Os02g0732600
ORTHO05D000005	Os03g0303500
ORTHO05D000005	Os03g0371800
ORTHO05D000005	Os03g0388600
ORTHO05D000005	Os03g0578900
ORTHO05D000005	Os04g0461000
ORTHO05D000005	Os04g0470600
ORTHO05D000005	Os04g0517100
ORTHO05D000005	Os04g0593200
ORTHO05D000005	Os04g0594100
ORTHO05D000005	Os05g0140100
ORTHO05D000005	Os05g0429900
ORTHO05D000005	Os05g0490600
ORTHO05D000005	Os05g0543600
ORTHO05D000005	Os06g0112700
ORTHO05D000005	Os06g0118150
ORTHO05D000005	Os06g0205100
ORTHO05D000005	Os06g0221000
ORTHO05D000005	Os06g0258000
ORTHO05D000005	Os06g0605600
ORTHO05D000005	Os06g0679400
ORTHO05D000005	Os07g0484700
ORTHO05D000005	Os07g0497500
ORTHO05D000005	Os07g0558100
ORTHO05D000005	Os07g0629000
ORTHO05D000005	Os08g0151300
ORTHO05D000005	Os08g0433400
ORTHO05D000005	Os08g0437300
ORTHO05D000005	Os08g0486300
ORTHO05D000005	Os08g0548000
ORTHO05D000005	Os08g0549000
ORTHO05D000005	Os09g0401000
ORTHO05D000005	Os09g0532900
ORTHO05D000005	Os09g0538400
ORTHO05D000005	Os10g0478300
ORTHO05D000005	Os11g0128500
ORTHO05D000005	Os11g0180900
ORTHO05D000005	Os11g0558200
ORTHO05D000005	Os12g0125000
ORTHO05D000005	Os12g0515300
ORTHO05D000006	Os04g0204200
ORTHO05D000006	Os04g0371500
ORTHO05D000006	Os04g0382550
ORTHO05D000006	Os06g0205337
ORTHO05D000006	Os10g0131701
ORTHO05D000006	Os10g0351414
ORTHO05D000006	Os11g0298866
ORTHO05D000008	Os01g0260500
ORTHO05D000008	Os01g0308300
ORTHO05D000008	Os01g0358700
ORTHO05D000008	Os01g0359400
ORTHO05D000008	Os01g0359600
ORTHO05D000008	Os01g0359800
ORTHO05D000008	Os01g0937300
ORTHO05D000008	Os02g0281200
ORTHO05D000008	Os02g0282000
ORTHO05D000008	Os02g0307075
ORTHO05D000008	Os02g0307400
ORTHO05D000008	Os02g0307700
ORTHO05D000008	Os03g0566700
ORTHO05D000008	Os03g0573500
ORTHO05D000008	Os03g0579200
ORTHO05D000008	Os03g0599000
ORTHO05D000008	Os03g0848700
ORTHO05D000008	Os03g0849500
ORTHO05D000008	Os04g0111900
ORTHO05D000008	Os04g0512900
ORTHO05D000008	Os05g0380300
ORTHO05D000008	Os05g0492200
ORTHO05D000008	Os05g0492600
ORTHO05D000008	Os06g0619000
ORTHO05D000008	Os06g0644466
ORTHO05D000008	Os06g0693100
ORTHO05D000008	Os07g0521100
ORTHO05D000008	Os07g0521500
ORTHO05D000008	Os07g0521600
ORTHO05D000008	Os07g0521800
ORTHO05D000008	Os08g0224000
ORTHO05D000008	Os08g0265300
ORTHO05D000008	Os08g0542200
ORTHO05D000008	Os08g0543050
ORTHO05D000008	Os08g0543100
ORTHO05D000008	Os08g0543500
ORTHO05D000008	Os09g0313500
ORTHO05D000008	Os09g0314200
ORTHO05D000008	Os10g0130600
ORTHO05D000008	Os10g0131100
ORTHO05D000008	Os10g0161400
ORTHO05D000008	Os11g0211300
ORTHO05D000008	Os11g0212000
ORTHO05D000008	Os11g0213700
ORTHO05D000008	Os11g0213800
ORTHO05D000008	Os11g0492200
ORTHO05D000008	Os11g0493700
ORTHO05D000008	Os12g0199100
ORTHO05D000009	Os01g0518400
